"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
09/15/06,2006,"PLoS Genetics","RA","European Population Substructure: Clustering of Northern and Southern Populations",32,17,43,92,"1130.47",0.08
08/17/04,2004,"PLoS Biology","RA","Spontaneous Autoimmunity in 129 and C57BL/6 Mice?Implications for Autoimmunity Described in Gene-Targeted Mice",24,8,60,92,"1889.47",0.05
08/18/06,2006,"PLoS Pathogens","RA","H-NS Mediates the Silencing of Laterally Acquired Genes in Bacteria",20,25,46,91,"1158.47",0.08
08/26/05,2005,"PLoS Genetics","RA","Comparative and Evolutionary Analysis of the Bacterial Homologous Recombination Systems",12,22,57,91,"1515.47",0.06
06/28/05,2005,"PLoS Medicine","RA","Derivation of Multipotent Mesenchymal Precursors from Human Embryonic Stem Cells",29,13,48,90,"1574.47",0.06
05/10/05,2005,"PLoS Biology","RA","Inhibition of Mutation and Combating the Evolution of Antibiotic Resistance",24,22,44,90,"1623.47",0.06
03/28/07,2007,"PLoS ONE","RA","Clinical Implementation of Chromosomal Microarray Analysis: Summary of 2513 Postnatal Cases",41,6,42,89,"936.47",0.1
05/23/06,2006,"PLoS Medicine","RA","Genome Microevolution of Chikungunya Viruses Causing the Indian Ocean Outbreak",28,24,37,89,"1245.47",0.07
11/15/05,2005,"PLoS Biology","RA","Theta Rhythms Coordinate Hippocampal?Prefrontal Interactions in a Spatial Memory Task",22,17,50,89,"1434.47",0.06
07/26/05,2005,"PLoS Biology","RA","Whole-Genome Analysis of Human Influenza A Virus Reveals Multiple Persistent Lineages and Reassortment among Recent H3N2 Viruses",23,20,46,89,"1546.47",0.06
06/15/04,2004,"PLoS Biology","RA","A Specific Interface between Integrin Transmembrane Helices and Affinity for Ligand",19,10,60,89,"1952.47",0.05
03/29/05,2005,"PLoS Biology","RA","Vocal Experimentation in the Juvenile Songbird Requires a Basal Ganglia Circuit",27,10,52,89,"1665.47",0.05
02/24/06,2006,"PLoS Pathogens","RA","Genome-Wide Screen for Salmonella Genes Required for Long-Term Systemic Infection of the Mouse",20,26,43,89,"1333.47",0.07
11/29/05,2005,"PLoS Medicine","RA","CFH Y402H Confers Similar Risk of Soft Drusen and Both Forms of Advanced AMD",18,16,54,88,"1420.47",0.06
02/08/05,2005,"PLoS Biology","RA","SIRT1 Regulates HIV Transcription via Tat Deacetylation",24,10,54,88,"1714.47",0.05
02/17/06,2006,"PLoS Genetics","RA","Comparative Genomics of Emerging Human Ehrlichiosis Agents",20,34,34,88,"1340.47",0.07
02/01/05,2005,"PLoS Biology","RA","Aging and Death in an Organism That Reproduces by Morphologically Symmetric Division",31,15,42,88,"1721.47",0.05
08/24/04,2004,"PLoS Biology","RA","Conflict over Male Parentage in Social Insects",31,2,55,88,"1882.47",0.05
03/23/07,2007,"PLoS Pathogens","RA","HIV-1 Buds Predominantly at the Plasma Membrane of Primary Human Macrophages",16,25,47,88,"941.47",0.09
10/28/05,2005,"PLoS Genetics","RA","Gli2 and Gli3 Localize to Cilia and Require the Intraflagellar Transport Protein Polaris for Processing and Function",54,33,0,87,"1452.47",0.06
11/07/06,2006,"PLoS Biology","RA","Adaptation to ER Stress Is Mediated by Differential Stabilities of Pro-Survival and Pro-Apoptotic mRNAs and Proteins",22,14,51,87,"1077.47",0.08
04/20/06,2006,"PLoS Biology","RA","Chromosomal Distribution of PcG Proteins during Drosophila Development",25,17,45,87,"1278.47",0.07
06/24/05,2005,"PLoS Computational Biology","RA","microRNA Target Predictions across Seven Drosophila Species and Comparison to Mammalian Targets",44,43,0,87,"1578.47",0.06
06/15/04,2004,"PLoS Biology","RA","Topology and Robustness in the Drosophila Segment Polarity Network",19,15,53,87,"1952.47",0.04
08/30/05,2005,"PLoS Biology","RA","Single-Nucleosome Mapping of Histone Modifications in S. cerevisiae",39,48,0,87,"1511.47",0.06
04/28/06,2006,"PLoS Pathogens","RA","A Drug-Sensitive Genetic Network Masks Fungi from the Immune System",18,16,51,85,"1270.47",0.07
10/26/04,2004,"PLoS Medicine","RA","Limited Durability of Viral Control following Treated Acute HIV Infection",29,15,41,85,"1819.47",0.05
02/14/06,2006,"PLoS Biology","RA","Gene Losses during Human Origins",21,23,41,85,"1343.47",0.06
04/17/07,2007,"PLoS Biology","RA","Whole-Genome Analysis of Histone H3 Lysine 27 Trimethylation in Arabidopsis",19,18,48,85,"916.47",0.09
06/23/06,2006,"PLoS Pathogens","RA","Retroviral DNA Integration: Viral and Cellular Determinants of Target-Site Selection",21,27,36,84,"1214.47",0.07
12/06/05,2005,"PLoS Medicine","RA","Are Racial and Ethnic Minorities Less Willing to Participate in Health Research?",19,17,48,84,"1413.47",0.06
01/27/06,2006,"PLoS Pathogens","RA","Genome-Wide Analysis of Group A Streptococci Reveals a Mutation That Modulates Global Phenotype and Disease Specificity",18,21,45,84,"1361.47",0.06
09/12/06,2006,"PLoS Medicine","RA","Live, Attenuated Influenza A H5N1 Candidate Vaccines Provide Broad Cross-Protection in Mice and Ferrets",20,18,46,84,"1133.47",0.07
10/05/04,2004,"PLoS Biology","RA","Endemic Infection of the Amphibian Chytrid Fungus in a Frog Community Post-Decline",17,3,64,84,"1840.47",0.05
06/01/07,2007,"PLoS Genetics","RA","Localizing Recent Adaptive Evolution in the Human Genome",34,24,26,84,"871.47",0.1
07/05/05,2005,"PLoS Biology","RA","Traces of Archaic Mitochondrial Lineages Persist in Austronesian-Speaking Formosan Populations",23,14,47,84,"1567.47",0.05
08/17/04,2004,"PLoS Biology","RA","Gcn4p and Novel Upstream Activating Sequences Regulate Targets of the Unfolded Protein Response",18,18,47,83,"1889.47",0.04
12/05/06,2006,"PLoS Biology","RA","Plasma Membrane Is the Site of Productive HIV-1 Particle Assembly",20,34,29,83,"1049.47",0.08
04/26/05,2005,"PLoS Medicine","RA","Impact of HIV-1 Subtype and Antiretroviral Therapy on Protease and Reverse Transcriptase Genotype: Results of a Global Collaboration",32,16,34,82,"1637.47",0.05
03/16/04,2004,"PLoS Biology","RA","N-Terminal Phosphorylation of the Dopamine Transporter Is Required for Amphetamine-Induced Efflux",20,5,57,82,"2043.47",0.04
07/27/04,2004,"PLoS Biology","RA","The Kinetochore Is an Enhancer of Pericentric Cohesin Binding",18,15,49,82,"1910.47",0.04
08/24/04,2004,"PLoS Biology","RA","Emerin Caps the Pointed End of Actin Filaments: Evidence for an Actin Cortical Network at the Nuclear Inner Membrane",15,10,57,82,"1882.47",0.04
08/04/06,2006,"PLoS Computational Biology","RA","Intrinsic Disorder Is a Common Feature of Hub Proteins from Four Eukaryotic Interactomes",20,22,39,81,"1172.47",0.07
10/05/04,2004,"PLoS Biology","RA","Protein Thiol Modifications Visualized In Vivo",14,16,51,81,"1840.47",0.04
11/30/04,2004,"PLoS Biology","RA","Modern Humans Did Not Admix with Neanderthals during Their Range Expansion into Europe",21,7,53,81,"1784.47",0.05
12/09/05,2005,"PLoS Genetics","RA","Clines, Clusters, and the Effect of Study Design on the Inference of Human Population Structure",59,22,0,81,"1410.47",0.06
03/23/04,2004,"PLoS Biology","RA","Dissection and Design of Yeast Prions",14,18,49,81,"2036.47",0.04
12/28/04,2004,"PLoS Biology","RA","Transcription-Based Prediction of Response to IFN? Using Supervised Computational Methods",24,8,49,81,"1756.47",0.05
09/20/05,2005,"PLoS Biology","RA","Molecular Dissection of Mesenchymal?Epithelial Interactions in the Hair Follicle",30,17,34,81,"1490.47",0.05
07/13/04,2004,"PLoS Biology","RA","Human Population Density and Extinction Risk in the World's Carnivores",24,1,55,80,"1924.47",0.04
10/19/07,2007,"PLoS Genetics","non RA","Copy Number Variants and Common Disorders: Filling the Gaps and Exploring Complexity in Genome-Wide Association Studies",26,11,43,80,"731.47",0.11
07/20/04,2004,"PLoS Biology","RA","Cellular and Genetic Analysis of Wound Healing in Drosophila Larvae",21,9,50,80,"1917.47",0.04
01/27/06,2006,"PLoS Genetics","RA","Genetic Analysis of Completely Sequenced Disease-Associated MHC Haplotypes Identifies Shuffling of Segments in Recent Human History",36,13,31,80,"1361.47",0.06
02/17/04,2004,"PLoS Biology","RA","Treatment of Terminal Peritoneal Carcinomatosis by a Transducible p53-Activating Peptide",22,3,54,79,"2071.47",0.04
12/15/03,2003,"PLoS Biology","RA","Multiple Apoptotic Caspase Cascades Are Required in Nonapoptotic Roles for Drosophila Spermatid Individualization",18,11,50,79,"2135.47",0.04
07/18/06,2006,"PLoS Biology","RA","Repression of Smoothened by Patched-Dependent (Pro-)Vitamin D3 Secretion",27,2,50,79,"1189.47",0.07
06/09/06,2006,"PLoS Pathogens","RA","Detrimental Contribution of the Toll-Like Receptor (TLR)3 to Influenza A Virusâ€“Induced Acute Pneumonia",22,14,43,79,"1228.47",0.06
08/24/04,2004,"PLoS Biology","RA","Recognition and Accommodation at the Androgen Receptor Coactivator Binding Interface",11,16,52,79,"1882.47",0.04
08/22/06,2006,"PLoS Biology","RA","Dorsoventral Patterning in Hemichordates: Insights into Early Chordate Evolution",23,9,47,79,"1154.47",0.07
11/30/04,2004,"PLoS Biology","RA","Drosophila Spastin Regulates Synaptic Microtubule Networks and Is Required for Normal Motor Function",12,16,51,79,"1784.47",0.04
10/04/05,2005,"PLoS Medicine","RA","A Critical Reassessment of the Role of Mitochondria in Tumorigenesis",24,20,35,79,"1476.47",0.05
03/16/04,2004,"PLoS Biology","RA","Preferential Duplication of Conserved Proteins in Eukaryotic Genomes",10,16,52,78,"2043.47",0.04
05/31/05,2005,"PLoS Biology","RA","Calories Do Not Explain Extension of Life Span by Dietary Restriction in Drosophila",27,13,38,78,"1602.47",0.05
05/03/05,2005,"PLoS Medicine","RA","Rethinking the ?Diseases of Affluence? Paradigm: Global Patterns of Nutritional Risks in Relation to Economic Development",17,11,50,78,"1630.47",0.05
08/31/04,2004,"PLoS Biology","non RA","Submission of Microarray Data to Public Repositories",14,14,50,78,"1875.47",0.04
08/26/05,2005,"PLoS Genetics","RA","Transcriptome Analysis of Zebrafish Embryogenesis Using Microarrays",12,18,48,78,"1515.47",0.05
10/19/04,2004,"PLoS Biology","RA","BMP Receptor Signaling Is Required for Postnatal Maintenance of Articular Cartilage",18,5,55,78,"1826.47",0.04
11/30/04,2004,"PLoS Biology","RA","Patterns of Intron Gain and Loss in Fungi",14,16,48,78,"1784.47",0.04
10/04/05,2005,"PLoS Biology","RA","Dynamic Properties of Network Motifs Contribute to Biological Network Organization",19,17,41,77,"1476.47",0.05
07/26/05,2005,"PLoS Biology","RA","Diverse Modes of Axon Elaboration in the Developing Neocortex",22,7,48,77,"1546.47",0.05
01/30/07,2007,"PLoS Biology","RA","System-Driven and Oscillator-Dependent Circadian Transcription in Mice with a Conditionally Active Liver Clock",25,17,35,77,"993.47",0.08
06/01/07,2007,"PLoS Genetics","RA","Whole-Genome Cartography of Estrogen Receptor Î± Binding Sites",15,20,42,77,"871.47",0.09
11/24/03,2003,"PLoS Biology","RA","JAMM: A Metalloprotease-Like Zinc Site in the Proteasome and Signalosome",13,12,52,77,"2156.47",0.04
01/30/07,2007,"PLoS Biology","RA","Epigenetic Control of the foxp3 Locus in Regulatory T Cells",36,15,26,77,"993.47",0.08
04/11/06,2006,"PLoS Biology","non RA","Money for Nothing? A Call for Empirical Evaluation of Biodiversity Conservation Investments",34,2,41,77,"1287.47",0.06
04/19/05,2005,"PLoS Biology","RA","A Combinatorial Code for Splicing Silencing: UAGG and GGGG Motifs",12,33,31,76,"1644.47",0.05
07/19/05,2005,"PLoS Biology","RA","New Insights into Metabolic Properties of Marine Bacteria Encoding Proteorhodopsins",12,9,55,76,"1553.47",0.05
03/06/07,2007,"PLoS Medicine","RA","Calorie Restriction Increases Muscle Mitochondrial Biogenesis in Healthy Humans",22,15,39,76,"958.47",0.08
05/12/06,2006,"PLoS Pathogens","RA","HIV-1 Vpu Promotes Release and Prevents Endocytosis of Nascent Retrovirus Particles from the Plasma Membrane",22,22,32,76,"1256.47",0.06
01/13/06,2006,"PLoS Genetics","RA","Comparative Genomics of Multidrug Resistance in Acinetobacter baumannii",21,25,30,76,"1375.47",0.06
01/13/06,2006,"PLoS Computational Biology","RA","Genome-Wide Identification of Human Functional DNA Using a Neutral Indel Model",9,25,42,76,"1375.47",0.06
05/12/06,2006,"PLoS Pathogens","RA","Human Retroviral Host Restriction Factors APOBEC3G and APOBEC3F Localize to mRNA Processing Bodies",10,37,29,76,"1256.47",0.06
01/26/07,2007,"PLoS Pathogens","RA","Reconstitution of an Infectious Human Endogenous Retrovirus",9,21,45,75,"997.47",0.08
04/28/06,2006,"PLoS Genetics","non RA","Balancing Selection and Its Effects on Sequences in Nearby Genome Regions",24,19,32,75,"1270.47",0.06
10/26/04,2004,"PLoS Biology","RA","Measuring Global Trends in the Status of Biodiversity: Red List Indices for Birds",21,1,53,75,"1819.47",0.04
04/28/06,2006,"PLoS Genetics","RA","Complex Loci in Human and Mouse Genomes",16,29,30,75,"1270.47",0.06
07/26/05,2005,"PLoS Biology","RA","De Novo Formation of Left?Right Asymmetry by Posterior Tilt of Nodal Cilia",20,6,49,75,"1546.47",0.05
11/30/04,2004,"PLoS Biology","RA","Secreted Bacterial Effectors and Host-Produced Eiger/TNF Drive Death in a Salmonella-Infected Fruit Fly",17,16,42,75,"1784.47",0.04
08/25/06,2006,"PLoS Pathogens","RA","Cryo-Electron Tomographic Structure of an Immunodeficiency Virus Envelope Complex In Situ",12,23,40,75,"1151.47",0.07
04/11/06,2006,"PLoS Biology","RA","Notch Promotes Neural Lineage Entry by Pluripotent Embryonic Stem Cells",22,8,45,75,"1287.47",0.06
10/26/04,2004,"PLoS Biology","RA","Tuberculous Granuloma Formation Is Enhanced by a Mycobacterium Virulence Determinant",20,11,44,75,"1819.47",0.04
11/28/06,2006,"PLoS Biology","RA","Autophagy Counterbalances Endoplasmic Reticulum Expansion during the Unfolded Protein Response",20,16,38,74,"1056.47",0.07
07/04/06,2006,"PLoS Biology","RA","Prevalence and Evolution of Core Photosystem II Genes in Marine Cyanobacterial Viruses and Their Hosts",26,12,36,74,"1203.47",0.06
10/05/04,2004,"PLoS Biology","RA","X Chromosome Sites Autonomously Recruit the Dosage Compensation Complex in Drosophila Males",14,16,44,74,"1840.47",0.04
02/13/07,2007,"PLoS Biology","RA","Genome-Wide Profiling and Analysis of Arabidopsis siRNAs",26,32,16,74,"979.47",0.08
11/01/05,2005,"PLoS Biology","RA","The Case for Selection at CCR5-?32",33,13,27,73,"1448.47",0.05
10/31/06,2006,"PLoS Medicine","RA","HLA Alleles Associated with Delayed Progression to AIDS Contribute Strongly to the Initial CD8+ T Cell Response against HIV-1",14,20,39,73,"1084.47",0.07
05/11/04,2004,"PLoS Biology","RA","Neural Induction in Xenopus: Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, ?-Catenin, and Cerberus",15,7,51,73,"1987.47",0.04
12/22/03,2003,"PLoS Biology","RA","Detection and Characterizationof Cellular Immune Responses Using Peptide?MHC Microarrays",22,5,46,73,"2128.47",0.03
09/06/05,2005,"PLoS Medicine","RA","Up-Regulation and Profibrotic Role of Osteopontin in Human Idiopathic Pulmonary Fibrosis",10,20,43,73,"1504.47",0.05
04/04/06,2006,"PLoS Medicine","RA","Epidemiology of HPV 16 and Cervical Cancer in Finland and the Potential Impact of Vaccination: Mathematical Modelling Analyses",33,5,35,73,"1294.47",0.06
08/26/05,2005,"PLoS Genetics","non RA","Comparative Genomics of Natural Killer Cell Receptor Gene Clusters",23,5,45,73,"1515.47",0.05
06/15/04,2004,"PLoS Biology","RA","Electroencephalographic Brain Dynamics Following Manually Responded Visual Targets",12,3,58,73,"1952.47",0.04
10/19/04,2004,"PLoS Medicine","RA","Nevirapine and Efavirenz Elicit Different Changes in Lipid Profiles in Antiretroviral- Therapy-Naive Patients Infected with HIV-1",38,3,32,73,"1826.47",0.04
02/28/06,2006,"PLoS Biology","RA","West Nile Virus Epidemics in North America Are Driven by Shifts in Mosquito Feeding Behavior",16,11,46,73,"1329.47",0.05
05/11/04,2004,"PLoS Biology","RA","Pax7 Is Necessary and Sufficient for the Myogenic Specification of CD45+:Sca1+ Stem Cells from Injured Muscle",18,6,49,73,"1987.47",0.04
11/21/06,2006,"PLoS Medicine","RA","Adherence to HAART: A Systematic Review of Developed and Developing Nation Patient-Reported Barriers and Facilitators",26,9,37,72,"1063.47",0.07
11/09/04,2004,"PLoS Biology","RA","Convergent Evolution of Chromosomal Sex-Determining Regions in the Animal and Fungal Kingdoms",8,13,51,72,"1805.47",0.04
08/24/04,2004,"PLoS Biology","RA","Unused Natural Variation Can Lift Yield Barriers in Plant Breeding",14,4,54,72,"1882.47",0.04
08/25/06,2006,"PLoS Genetics","RA","Heritability of Cardiovascular and Personality Traits in 6,148 Sardinians",20,18,34,72,"1151.47",0.06
04/13/04,2004,"PLoS Biology","RA","The Elusive Baseline of Marine Disease: Are Diseases in Ocean Ecosystems Increasing?",12,0,60,72,"2015.47",0.04
09/27/05,2005,"PLoS Biology","RA","Two-Component Signal Transduction Pathways Regulating Growth and Cell Cycle Progression in a Bacterium: A System-Level Analysis",28,19,25,72,"1483.47",0.05
12/26/06,2006,"PLoS Medicine","RA","A Gene Expression Signature Predicts Survival of Patients with Stage I Non-Small Cell Lung Cancer",26,10,35,71,"1028.47",0.07
02/17/04,2004,"PLoS Biology","RA","Lefty Blocks a Subset of TGF? Signals by Antagonizing EGF-CFC Coreceptors",18,3,50,71,"2071.47",0.03
09/07/04,2004,"PLoS Biology","RA","Continued Colonization of the Human Genome by Mitochondrial DNA",16,11,44,71,"1868.47",0.04
02/17/06,2006,"PLoS Computational Biology","RA","Structure Modeling of All Identified G Proteinâ€“Coupled Receptors in the Human Genome",23,12,36,71,"1340.47",0.05
07/29/05,2005,"PLoS Computational Biology","RA","Combined Evidence Annotation of Transposable Elements in Genome Sequences",14,21,36,71,"1543.47",0.05
06/28/05,2005,"PLoS Biology","RA","The Cell Cycle?Regulated Genes of Schizosaccharomyces pombe",13,26,32,71,"1574.47",0.05
10/11/05,2005,"PLoS Biology","RA","Emergence of Young Human Genes after a Burst of Retroposition in Primates",14,24,32,70,"1469.47",0.05
12/27/05,2005,"PLoS Biology","RA","Activation of NK Cells by an Endocytosed Receptor for Soluble HLA-G",24,6,40,70,"1392.47",0.05
03/16/04,2004,"PLoS Biology","non RA","Identifying Protein Function?A Call for Community Action",9,16,45,70,"2043.47",0.03
08/08/07,2007,"PLoS ONE","RA","An ?Electronic Fluorescent Pictograph? Browser for Exploring and Analyzing Large-Scale Biological Data Sets",25,11,34,70,"803.47",0.09
